Sex,Year,Age group,Mean Height (urban),Mean Height (urban) lower 95% uncertainty interval,Mean Height (urban) upper 95% uncertainty interval,Mean Height (rural),Mean Height (rural) lower 95% uncertainty interval,Mean Height (rural) upper 95% uncertainty interval,Mean Height (urban-rural difference),Mean Height (urban-rural difference) lower 95% uncertainty interval,Mean Height (urban-rural difference) upper 95% uncertainty interval
Girls,1992,15,156.9827966,156.7710671,157.1962975,152.9492046,152.6990941,153.208421,4.033591982,3.8320819,4.234259106
Girls,1992,16,157.7336358,157.5170342,157.947755,153.9535885,153.6981159,154.213641,3.78004726,3.578527148,3.983496197
Girls,1992,17,158.0696388,157.8498303,158.2931012,154.5072312,154.2423722,154.7689355,3.562407637,3.356623763,3.771393033
Girls,1992,18,158.2901279,158.0628623,158.5080415,154.9025002,154.6373738,155.157593,3.387627749,3.17600721,3.601470725
Girls,1992,19,158.6728429,158.4446262,158.8950552,155.4246082,155.161475,155.6829128,3.248234647,3.029187777,3.46603262
Girls,1993,5,108.8719157,108.5610812,109.1750684,104.4160622,104.0098174,104.8204956,4.455853481,4.152248589,4.770754346
Girls,1993,6,114.8622388,114.5872103,115.1289516,110.442123,110.0985353,110.7907715,4.420115744,4.152019524,4.698309124
Girls,1993,7,120.329643,120.0698911,120.5767133,115.9202835,115.6079943,116.2370519,4.409359445,4.162578292,4.666404643
Girls,1993,8,125.6154493,125.3742915,125.8602748,121.1907352,120.8941303,121.4864825,4.424714042,4.193572047,4.667836743
Girls,1993,9,131.0362294,130.8015049,131.2651288,126.5716393,126.285398,126.8533024,4.46459011,4.240780258,4.700414451
Girls,1993,10,136.9797972,136.7593883,137.2013186,132.3173491,132.0421932,132.5897751,4.662448034,4.452863974,4.886321732
Girls,1993,11,143.1210457,142.9048695,143.3379874,138.3975068,138.1267243,138.6557627,4.72353888,4.522829512,4.939170425
Girls,1993,12,148.6560734,148.4435824,148.8738783,143.9585092,143.6933,144.2133512,4.697564205,4.501520558,4.90859222
Girls,1993,13,152.6652884,152.4602352,152.8697206,148.1424191,147.8985682,148.3861651,4.52286932,4.330222676,4.720419194
Girls,1993,14,155.2603321,155.0611277,155.4641205,151.0017862,150.7682142,151.2440368,4.258545837,4.066057036,4.451236398
Girls,1993,15,156.971386,156.7715591,157.173459,152.9487335,152.7127467,153.1936607,4.022652509,3.829014177,4.214058131
Girls,1993,16,157.7361095,157.5268394,157.93982,153.9761034,153.7347034,154.2275138,3.760006113,3.570470869,3.952964663
Girls,1993,17,158.0830976,157.8719216,158.2956952,154.5493344,154.2997145,154.8010034,3.533763212,3.338792421,3.731352751
Girls,1993,18,158.3116699,158.1015581,158.5218261,154.9595714,154.7129436,155.2061304,3.352098562,3.156967347,3.55120457
Girls,1993,19,158.6975946,158.4895975,158.907478,155.4869323,155.246126,155.7276564,3.210662296,3.007662402,3.413757064
Girls,1994,5,108.926591,108.6176304,109.2283228,104.5422167,104.1414447,104.9480296,4.384374301,4.082747232,4.695222056
Girls,1994,6,114.9056194,114.6320409,115.1681464,110.5566672,110.216657,110.8984223,4.348952136,4.082582375,4.621582406
Girls,1994,7,120.3644461,120.1134207,120.6109242,116.0236443,115.7101266,116.3365477,4.340801827,4.100214241,4.589797707
Girls,1994,8,125.6401402,125.4048007,125.8785347,121.2802072,120.991758,121.5708005,4.359932975,4.131660804,4.598632174
Girls,1994,9,131.0530973,130.8262394,131.2793751,126.6478577,126.3682862,126.9195335,4.40523962,4.189054513,4.632367336
Girls,1994,10,136.9759875,136.7629902,137.1903841,132.3541125,132.0855616,132.6184851,4.621875006,4.417642538,4.842338737
Girls,1994,11,143.11653,142.9086874,143.3281724,138.424886,138.165102,138.6790287,4.69164407,4.497446267,4.902322898
Girls,1994,12,148.6494585,148.4432819,148.8581853,143.9764253,143.7161064,144.222738,4.673033214,4.482632158,4.875598157
Girls,1994,13,152.6526951,152.4553679,152.8563001,148.1484799,147.9119739,148.3840657,4.504215179,4.321218239,4.697019372
Girls,1994,14,155.2478058,155.0526963,155.4432934,151.0051434,150.7810082,151.2383978,4.242662417,4.061723998,4.428673292
Girls,1994,15,156.9515612,156.7579588,157.1469514,152.9335719,152.7047548,153.1690228,4.017989297,3.834235526,4.200980649
Girls,1994,16,157.7289767,157.5335739,157.9262129,153.9810914,153.7501085,154.2197939,3.747885262,3.56858836,3.929434308
Girls,1994,17,158.0885716,157.8853682,158.2867707,154.5751218,154.3338614,154.8165209,3.513449878,3.328559198,3.70016052
Girls,1994,18,158.3264869,158.1261878,158.526421,155.0021604,154.7668752,155.2351919,3.324326461,3.136759116,3.51183838
Girls,1994,19,158.7188083,158.5242697,158.9176032,155.541098,155.3179719,155.7692048,3.177710253,2.988376036,3.368899227
Girls,1995,5,108.9944794,108.6922581,109.2966201,104.6768553,104.2843453,105.081476,4.31762415,4.020580881,4.623261719
Girls,1995,6,114.9615554,114.6926094,115.2235752,110.6801143,110.3426039,111.015401,4.281441087,4.021071554,4.551966828
Girls,1995,7,120.4102895,120.1633447,120.6523542,116.1359894,115.8268103,116.4448237,4.274300081,4.036896361,4.517894447
Girls,1995,8,125.6778831,125.4464538,125.9138736,121.3808174,121.0896083,121.6688955,4.297065737,4.073437446,4.526781079
Girls,1995,9,131.0806387,130.8603366,131.3005673,126.7331889,126.4587166,127.0029691,4.34744981,4.138854143,4.568514191
Girls,1995,10,136.9797303,136.7710907,137.190032,132.4111015,132.1486259,132.6710508,4.568628846,4.370840464,4.782649648
Girls,1995,11,143.1161802,142.9153591,143.3195561,138.4691667,138.2114323,138.7205286,4.647013459,4.459917123,4.852479176
Girls,1995,12,148.6496653,148.4507294,148.8514552,144.0133897,143.7666621,144.2549825,4.636275539,4.453279698,4.833589822
Girls,1995,13,152.6521362,152.4638527,152.8480311,148.1777148,147.9495969,148.4040846,4.474421462,4.297215878,4.662168945
Girls,1995,14,155.2414254,155.0534366,155.430931,151.0223538,150.7993342,151.2426621,4.219071584,4.045185261,4.400126868
Girls,1995,15,156.933399,156.7462603,157.1188813,152.9202924,152.7008698,153.1494985,4.013106582,3.840438636,4.19006014
Girls,1995,16,157.7137524,157.5280703,157.9020566,153.9729674,153.7518064,154.1995657,3.740784947,3.568828879,3.913726355
Girls,1995,17,158.0848324,157.8912703,158.2749262,154.5848883,154.3537608,154.8147183,3.499944134,3.323409863,3.677630149
Girls,1995,18,158.3338825,158.1430663,158.5248512,155.0301107,154.8042234,155.252756,3.303771778,3.125453035,3.482711307
Girls,1995,19,158.73409,158.5483296,158.9258009,155.5828786,155.3708668,155.8001907,3.151211414,2.969603971,3.334179236
Girls,1996,5,109.074817,108.7750029,109.3761654,104.8181262,104.4239162,105.2214209,4.256690798,3.96087475,4.558249548
Girls,1996,6,115.0277556,114.7636676,115.2886544,110.8087989,110.4705529,111.1437754,4.218956738,3.960769165,4.488484164
Girls,1996,7,120.4651967,120.2202882,120.7045166,116.2531209,115.9469258,116.5576231,4.212075773,3.976502869,4.452822044
Girls,1996,8,125.7225357,125.4931671,125.9530825,121.4853303,121.2022837,121.7722296,4.237205389,4.020890715,4.460679988
Girls,1996,9,131.1163018,130.9003991,131.3312815,126.8235996,126.5496664,127.0915395,4.292702215,4.089052109,4.507748321
Girls,1996,10,136.9980587,136.7923402,137.2059687,132.4968795,132.23886,132.7487035,4.501179253,4.307561323,4.706275419
Girls,1996,11,143.1266595,142.9281417,143.3264733,138.5410735,138.2904499,138.7847089,4.585586065,4.403790114,4.785061749
Girls,1996,12,148.6571222,148.4578175,148.8540735,144.0740565,143.8337452,144.311866,4.583065776,4.405468889,4.773207569
Girls,1996,13,152.6609243,152.4781844,152.8503352,148.2309765,148.0064893,148.4556294,4.429947845,4.259145958,4.608156519
Girls,1996,14,155.2492017,155.0672689,155.4318433,151.066222,150.8483104,151.2826797,4.182979732,4.01422192,4.356377536
Girls,1996,15,156.9231965,156.7439788,157.1038473,152.9200241,152.7027721,153.1387406,4.003172376,3.836570816,4.174606428
Girls,1996,16,157.7039904,157.5219425,157.8873331,153.9711626,153.756632,154.1885707,3.732827779,3.56962676,3.898140394
Girls,1996,17,158.0768944,157.8951757,158.2604304,154.5858928,154.3617343,154.8049221,3.49100161,3.322912311,3.659360323
Girls,1996,18,158.3362467,158.156448,158.5161716,155.0467968,154.8293642,155.2585914,3.289449908,3.11871425,3.457918567
Girls,1996,19,158.7466935,158.5718472,158.9278004,155.6157814,155.4102238,155.8238704,3.130912122,2.955991058,3.308668352
Girls,1997,5,109.1616748,108.8680845,109.459079,104.9521989,104.5617819,105.3601594,4.209475852,3.912911468,4.508295961
Girls,1997,6,115.1044293,114.8474501,115.3638959,110.9373312,110.5986968,111.2754222,4.167098078,3.912383328,4.432885696
Girls,1997,7,120.528182,120.28997,120.7662958,116.3671689,116.0656483,116.6692622,4.161013116,3.929819562,4.401045855
Girls,1997,8,125.7737219,125.5465228,126.000613,121.5845674,121.302428,121.8684057,4.189154501,3.977565802,4.409503438
Girls,1997,9,131.1559671,130.9388071,131.3658082,126.9060046,126.6390834,127.1703013,4.249962483,4.050562681,4.461895424
Girls,1997,10,137.0316414,136.8286224,137.2312627,132.6056804,132.3488353,132.8493204,4.425961069,4.240353697,4.623732019
Girls,1997,11,143.1502784,142.9540839,143.3461417,138.6362289,138.3908371,138.8708751,4.514049563,4.339194047,4.704434412
Girls,1997,12,148.6731167,148.4794529,148.8679968,144.1550035,143.9179727,144.3938743,4.518113201,4.345345867,4.701487074
Girls,1997,13,152.673843,152.4944408,152.8556802,148.2992547,148.0810184,148.5176611,4.374588353,4.210638465,4.548836278
Girls,1997,14,155.2628158,155.0867141,155.4379276,151.125633,150.912238,151.336603,4.137182775,3.973805679,4.304918611
Girls,1997,15,156.9224513,156.7495843,157.0984932,152.9334856,152.7230016,153.1401566,3.988965696,3.828939001,4.153913154
Girls,1997,16,157.6986489,157.5246548,157.8751277,153.9753337,153.7627825,154.1854538,3.723315263,3.566718403,3.885004762
Girls,1997,17,158.0708332,157.8941493,158.2493822,154.5870817,154.3720542,154.8002097,3.483751515,3.323101692,3.645405087
Girls,1997,18,158.3307209,158.1578728,158.5035847,155.0490958,154.8380323,155.2572027,3.281625114,3.116874987,3.444606664
Girls,1997,19,158.7503244,158.5806188,158.9239291,155.6318483,155.4338661,155.8330009,3.118476139,2.950634573,3.287405175
Girls,1998,5,109.2432462,108.9520554,109.539274,105.0639992,104.6644042,105.4784324,4.179246946,3.882525499,4.477413168
Girls,1998,6,115.1856791,114.9278781,115.4434591,111.0566799,110.7178233,111.3982284,4.128999285,3.873623566,4.391447796
Girls,1998,7,120.598937,120.3614643,120.8349101,116.4773941,116.1777942,116.7832834,4.12154288,3.892910437,4.360057613
Girls,1998,8,125.8297226,125.6036855,126.0520057,121.6758339,121.3957791,121.9599279,4.153888722,3.944027927,4.374217373
Girls,1998,9,131.1984795,130.9869701,131.4065154,126.9774819,126.7124303,127.2358951,4.220997594,4.022997204,4.427202756
Girls,1998,10,137.0780848,136.8729439,137.2732132,132.7308952,132.4783442,132.9725592,4.34718966,4.167565037,4.537787912
Girls,1998,11,143.1886663,142.9956045,143.3790469,138.751116,138.5084752,138.9790238,4.437550274,4.268270465,4.620410233
Girls,1998,12,148.7014379,148.5121541,148.8928365,144.2551809,144.0191112,144.4863567,4.446256968,4.282600627,4.6195632
Girls,1998,13,152.6941106,152.5162932,152.8735646,148.3833238,148.1712628,148.5976634,4.310786715,4.152909253,4.478903086
Girls,1998,14,155.2793892,155.1084119,155.4495617,151.1958968,150.9867976,151.4040252,4.083492417,3.927187868,4.243165636
Girls,1998,15,156.9259181,156.759391,157.094254,152.9584272,152.7541143,153.1584505,3.967490879,3.815697259,4.124371818
Girls,1998,16,157.7031471,157.535493,157.8800531,153.9955256,153.7900659,154.1933027,3.707621494,3.557859789,3.86205711
Girls,1998,17,158.0695138,157.8989203,158.2442422,154.5963795,154.3853137,154.8061564,3.47313423,3.31903252,3.62964053
Girls,1998,18,158.3274904,158.157987,158.4965428,155.0538507,154.8497652,155.2537854,3.273639678,3.114802834,3.430275341
Girls,1998,19,158.7467567,158.5824322,158.9131595,155.6362542,155.4426506,155.8359529,3.110502565,2.95122428,3.271919186
Girls,1999,5,109.3105562,109.0203587,109.6065798,105.1468333,104.7369451,105.5644744,4.163722873,3.867047649,4.462617186
Girls,1999,6,115.2629443,115.0098708,115.519749,111.1587182,110.8198326,111.498724,4.104226125,3.848328983,4.367388133
Girls,1999,7,120.6746216,120.4388268,120.9098112,116.5822529,116.2777973,116.891229,4.09236876,3.865187974,4.328529047
Girls,1999,8,125.8933164,125.6737423,126.1133767,121.7668013,121.4912688,122.0505519,4.126515106,3.919886671,4.345976124
Girls,1999,9,131.2455224,131.0344223,131.4497304,127.0450977,126.7846501,127.3026588,4.200424695,4.005771133,4.403612108
Girls,1999,10,137.1365054,136.9330183,137.3260803,132.8618569,132.6149226,133.0962817,4.274648481,4.098499983,4.458768382
Girls,1999,11,143.236792,143.0436666,143.4196173,138.8708933,138.6308894,139.0943901,4.365898732,4.19884315,4.541990999
Girls,1999,12,148.7409623,148.554421,148.9268559,144.3629089,144.1311574,144.5867221,4.378053471,4.217239786,4.54801516
Girls,1999,13,152.7230494,152.5470374,152.8976986,148.4750356,148.2632682,148.6857677,4.248013817,4.096826725,4.40803464
Girls,1999,14,155.2998663,155.1322327,155.4679319,151.271704,151.0658844,151.4754734,4.02816236,3.879671619,4.181345033
Girls,1999,15,156.9322727,156.7696074,157.0934444,152.9977553,152.7993513,153.1942028,3.934517407,3.785902977,4.086766883
Girls,1999,16,157.7127862,157.5522144,157.8777304,154.0305636,153.8318766,154.2230438,3.682222586,3.537896544,3.83221817
Girls,1999,17,158.0789328,157.9142125,158.2500095,154.6249266,154.4177499,154.8248507,3.454006198,3.306155923,3.606558631
Girls,1999,18,158.3300902,158.1671165,158.4953554,155.0701527,154.8668952,155.2656286,3.259937492,3.108939687,3.40997846
Girls,1999,19,158.7470554,158.58695,158.9088395,155.6472466,155.4539131,155.8450502,3.099808867,2.943450379,3.255252121
Girls,2000,5,109.362589,109.0734099,109.661366,105.2090788,104.7907651,105.6353692,4.153510146,3.855635988,4.456061283
Girls,2000,6,115.3304366,115.0782819,115.5893512,111.2448274,110.8950335,111.6015268,4.085609191,3.826231709,4.351306618
Girls,2000,7,120.750101,120.5164056,120.9808291,116.6826922,116.3756399,116.9912192,4.067408821,3.840335959,4.307508308
Girls,2000,8,125.9655253,125.7441684,126.1869855,121.8663911,121.5854228,122.1577385,4.099134192,3.89118732,4.314791998
Girls,2000,9,131.3042116,131.0989926,131.5057616,127.1283554,126.8675835,127.3880683,4.175856153,3.982831026,4.377399666
Girls,2000,10,137.2031578,137.0039022,137.3918795,132.9868021,132.7436532,133.2173828,4.216355728,4.045719532,4.395546086
Girls,2000,11,143.2908628,143.0990048,143.4709461,138.9819023,138.750534,139.1990212,4.308960462,4.146651263,4.482124276
Girls,2000,12,148.7839351,148.599735,148.9631975,144.4611011,144.2333115,144.6800843,4.322834007,4.167394105,4.487400046
Girls,2000,13,152.7570861,152.5891702,152.9255834,148.5617181,148.3524523,148.7652369,4.195367997,4.050578649,4.347671339
Girls,2000,14,155.3234304,155.1580503,155.4868956,151.3446336,151.1437261,151.5406873,3.978796774,3.835667769,4.127174917
Girls,2000,15,156.9458517,156.7855584,157.1046149,153.0591581,152.8635429,153.2500793,3.886693633,3.742576694,4.031189345
Girls,2000,16,157.7252644,157.5674952,157.8855624,154.0815644,153.890525,154.2657442,3.643700019,3.503442426,3.787101303
Girls,2000,17,158.0935429,157.9358177,158.2587916,154.6701832,154.4718916,154.8608929,3.423359711,3.279962435,3.570819066
Girls,2000,18,158.3437231,158.1853483,158.5064525,155.1080245,154.9100477,155.2984811,3.235698604,3.08975635,3.382939351
Girls,2000,19,158.7539259,158.5955003,158.9113155,155.6728056,155.4776009,155.8660985,3.0811203,2.929057165,3.233265447
Girls,2001,5,109.4036521,109.1128304,109.7056392,105.2583717,104.8308337,105.6939592,4.145280477,3.840088612,4.454531931
Girls,2001,6,115.3806969,115.1263097,115.6426635,111.3107714,110.9588724,111.6721569,4.069925491,3.808986843,4.335000895
Girls,2001,7,120.8138134,120.5819921,121.0452719,116.7679021,116.4579556,117.090372,4.045911383,3.817392037,4.28772175
Girls,2001,8,126.0355083,125.818611,126.2531891,121.9626285,121.6805543,122.2495789,4.072879746,3.867378412,4.289488753
Girls,2001,9,131.3694724,131.1708841,131.5678694,127.2216899,126.9619363,127.4818731,4.14778248,3.952172546,4.348093702
Girls,2001,10,137.2775436,137.0869276,137.4658589,133.0983844,132.8588762,133.3289228,4.179159237,4.00883883,4.355105137
Girls,2001,11,143.3488935,143.1613377,143.526099,139.0740399,138.8472647,139.2927276,4.27485364,4.115364443,4.441527708
Girls,2001,12,148.828616,148.6466377,149.0011623,144.5389239,144.3158887,144.7583979,4.289692069,4.138170106,4.451362
Girls,2001,13,152.7906711,152.622613,152.9534892,148.6300055,148.4239676,148.8284269,4.160665619,4.02035455,4.309609467
Girls,2001,14,155.3484115,155.1866789,155.5072871,151.4056347,151.2106117,151.6014217,3.942776732,3.80457387,4.085995628
Girls,2001,15,156.9774521,156.8209777,157.1298287,153.1445832,152.953191,153.3322735,3.832868909,3.694781307,3.97405086
Girls,2001,16,157.7502245,157.5960265,157.9073265,154.1524945,153.9678047,154.3349283,3.59772998,3.461170318,3.73620937
Girls,2001,17,158.1162426,157.9621486,158.2753912,154.7298433,154.5344112,154.9163482,3.386399272,3.247963028,3.528329183
Girls,2001,18,158.3680613,158.2130559,158.5256131,155.161523,154.9646829,155.3492246,3.206538347,3.065872213,3.351756595
Girls,2001,19,158.7778356,158.6182018,158.932305,155.7192661,155.5281677,155.9088114,3.058569403,2.909909469,3.208601634
Girls,2002,5,109.4488836,109.1551145,109.7564186,105.3139022,104.8794157,105.7576898,4.134981402,3.826083391,4.446072448
Girls,2002,6,115.422679,115.1691938,115.6842921,111.3686298,111.011209,111.7349224,4.054049116,3.789062962,4.321051148
Girls,2002,7,120.8632486,120.6310563,121.0934902,116.8388692,116.527058,117.1588406,4.02437937,3.795133873,4.265176457
Girls,2002,8,126.096956,125.8878727,126.3133484,122.0504613,121.7672514,122.3436831,4.0464947,3.840342198,4.263740194
Girls,2002,9,131.4361128,131.2388827,131.6338748,127.3193986,127.057174,127.5747457,4.116714179,3.920641936,4.314922484
Girls,2002,10,137.35239,137.1658808,137.5358367,133.1942861,132.9570422,133.4257864,4.15810392,3.988863034,4.329107899
Girls,2002,11,143.4090581,143.2264536,143.5848834,139.154099,138.9250132,139.3676307,4.254959086,4.094961406,4.416710611
Girls,2002,12,148.871854,148.6940984,149.0428835,144.601314,144.3781353,144.8159737,4.27053996,4.120810974,4.426947257
Girls,2002,13,152.8213842,152.6544655,152.9799682,148.683932,148.4821507,148.8802121,4.13745225,3.997962502,4.282161049
Girls,2002,14,155.3692453,155.2102401,155.5235598,151.4549839,151.2654205,151.6461226,3.914261368,3.780465769,4.052907478
Girls,2002,15,157.022351,156.8685293,157.1751567,153.2569782,153.0706927,153.4417727,3.765372846,3.632860962,3.904174335
Girls,2002,16,157.7856085,157.6344961,157.9377313,154.2487113,154.066506,154.4303981,3.536897147,3.405562234,3.669294309
Girls,2002,17,158.1445848,157.9909465,158.3019406,154.8109181,154.6193145,154.9947707,3.333666642,3.198397471,3.471032157
Girls,2002,18,158.394476,158.2438838,158.5476032,155.2314596,155.0385069,155.4176927,3.163016346,3.025637664,3.303502666
Girls,2002,19,158.8072467,158.6505743,158.9618035,155.7842047,155.5947958,155.9707702,3.023041928,2.879325413,3.171097417
Girls,2003,5,109.516022,109.2208502,109.825776,105.394542,104.9536964,105.8496026,4.121480007,3.809003998,4.435874797
Girls,2003,6,115.4725664,115.2171413,115.7328794,111.436094,111.0704341,111.8125636,4.036472346,3.773437854,4.304307933
Girls,2003,7,120.9082573,120.6756013,121.1420789,116.9058515,116.5906454,117.2287358,4.002405797,3.770440174,4.24142516
Girls,2003,8,126.1482789,125.9363488,126.3627261,122.1289046,121.8436559,122.4229903,4.019374337,3.810977371,4.237245374
Girls,2003,9,131.4987366,131.3043258,131.693658,127.4141213,127.1576757,127.67434,4.084615342,3.889950998,4.281457423
Girls,2003,10,137.4194974,137.2364136,137.6002408,133.2661572,133.029366,133.4927032,4.153340213,3.981936117,4.324919836
Girls,2003,11,143.4693764,143.2914196,143.6419397,139.2205644,138.9946255,139.4377491,4.248811946,4.089882173,4.408993887
Girls,2003,12,148.9176875,148.7452515,149.0843894,144.6552368,144.4358924,144.8646048,4.262450695,4.112869599,4.415442332
Girls,2003,13,152.8522345,152.6889793,153.0083724,148.7278145,148.5291421,148.9197416,4.124420045,3.986060797,4.266153254
Girls,2003,14,155.3895575,155.2326305,155.5410409,151.4959253,151.3117135,151.6829859,3.893632134,3.762353474,4.03033298
Girls,2003,15,157.0773827,156.9264771,157.2279442,153.3836345,153.2017117,153.5645896,3.693748268,3.565767838,3.827042132
Girls,2003,16,157.8325678,157.6808193,157.9828312,154.3622707,154.1839588,154.5380117,3.470297138,3.343465455,3.601116624
Girls,2003,17,158.1821,158.0308814,158.3340643,154.9087053,154.7212981,155.0896001,3.273394683,3.141480099,3.40563312
Girls,2003,18,158.4254667,158.275779,158.5770619,155.3148716,155.1251146,155.4958068,3.110595084,2.975328391,3.247968969
Girls,2003,19,158.8376773,158.6818779,158.9909405,155.8578185,155.6694667,156.0486307,2.979858766,2.837737746,3.124168239
Girls,2004,5,109.6111505,109.3156376,109.9219919,105.505741,105.05872,105.9609369,4.105409457,3.792221989,4.421807426
Girls,2004,6,115.5446752,115.2882252,115.803362,111.5254046,111.1556058,111.9067653,4.019270573,3.750992626,4.28801952
Girls,2004,7,120.9618758,120.7308206,121.1982419,116.9797773,116.6552498,117.311916,3.982098435,3.7480792,4.220948697
Girls,2004,8,126.1960304,125.9815964,126.4097865,122.2008262,121.9155427,122.5001921,3.995204129,3.786130398,4.212426007
Girls,2004,9,131.5521787,131.3598964,131.7485364,127.4967217,127.2376343,127.7576953,4.055457058,3.861481113,4.251427833
Girls,2004,10,137.4724365,137.2940438,137.6511689,133.3152746,133.0772036,133.546814,4.157161873,3.985223481,4.328052292
Girls,2004,11,143.5249884,143.3536755,143.6933109,139.2752653,139.0465281,139.4974999,4.249723109,4.090794375,4.41028045
Girls,2004,12,148.9675235,148.7965975,149.1331582,144.7094941,144.4893622,144.9216883,4.258029406,4.109511433,4.410280733
Girls,2004,13,152.8902543,152.7354074,153.0439298,148.7778746,148.5817328,148.9682649,4.112379678,3.973972311,4.251026498
Girls,2004,14,155.4148558,155.2618296,155.5647117,151.5408072,151.3566503,151.7220003,3.874048607,3.742819092,4.009175514
Girls,2004,15,157.1379547,156.9883937,157.2864955,153.508732,153.3256052,153.6871597,3.629222688,3.502061314,3.761144123
Girls,2004,16,157.8834595,157.7351567,158.0340507,154.4759841,154.2980528,154.6496559,3.407475409,3.28026873,3.535441534
Girls,2004,17,158.2254776,158.0748691,158.3763257,155.0108214,154.8257706,155.189954,3.214656206,3.083367946,3.344210091
Girls,2004,18,158.4600868,158.3098947,158.6109084,155.4023403,155.2118923,155.5802842,3.057746463,2.922890198,3.191785377
Girls,2004,19,158.8666064,158.7110324,159.0218831,155.9315501,155.739494,156.1203602,2.935056256,2.793773094,3.077474044
Girls,2005,5,109.7332129,109.4392763,110.0423982,105.6422539,105.1892081,106.1021428,4.090958967,3.773881178,4.411427287
Girls,2005,6,115.6415049,115.3846293,115.8995311,111.6360425,111.2607518,112.0180546,4.005462451,3.737207081,4.276988064
Girls,2005,7,121.0348819,120.8023469,121.2697346,117.066679,116.7407557,117.4022504,3.968202835,3.733124129,4.209345164
Girls,2005,8,126.2496479,126.0338124,126.4671573,122.2705314,121.9785969,122.5697744,3.979116482,3.768452392,4.198222114
Girls,2005,9,131.5990599,131.4022156,131.79541,127.5627933,127.3020375,127.8260118,4.036266672,3.8439633,4.233692415
Girls,2005,10,137.5110721,137.3326914,137.6902963,133.3512549,133.1156757,133.5821622,4.159817217,3.988742505,4.332063932
Girls,2005,11,143.5725774,143.4055259,143.7385726,139.3229598,139.0961845,139.5437136,4.249617596,4.092926149,4.408731431
Girls,2005,12,149.0194374,148.8526033,149.1873214,144.7684565,144.5453074,144.9831907,4.250980891,4.101181205,4.402956202
Girls,2005,13,152.9392935,152.7831105,153.0910146,148.8440928,148.6521589,149.0367761,4.095200721,3.958367405,4.233756699
Girls,2005,14,155.4541461,155.3065059,155.6027045,151.6061903,151.4236572,151.7891925,3.847955803,3.715483959,3.980173831
Girls,2005,15,157.2002845,157.0460081,157.3479888,153.6224148,153.441592,153.799842,3.577869722,3.449641141,3.708710447
Girls,2005,16,157.9351392,157.7856618,158.0816597,154.5802847,154.4044787,154.7538191,3.35485447,3.229021313,3.482473655
Girls,2005,17,158.2683008,158.1166097,158.4181999,155.105285,154.9188461,155.2830454,3.163015794,3.032324225,3.293070246
Girls,2005,18,158.4959249,158.3457759,158.6471678,155.4858226,155.299865,155.6628302,3.010102289,2.876092626,3.14312088
Girls,2005,19,158.8938698,158.7376029,159.0512533,155.999793,155.8118693,156.1893285,2.894076784,2.755648704,3.037263585
Girls,2006,5,109.8695808,109.5705747,110.1775005,105.7942762,105.3388744,106.2559149,4.075304594,3.754146654,4.398614021
Girls,2006,6,115.7652365,115.5069096,116.0256419,111.7708928,111.3922779,112.1538607,3.994343748,3.725374143,4.264892528
Girls,2006,7,121.1329332,120.8981126,121.367805,117.1739877,116.8438564,117.510603,3.958945459,3.723159044,4.201773705
Girls,2006,8,126.3230194,126.1071354,126.5412832,122.3522851,122.0560803,122.6547258,3.970734306,3.75938473,4.191479884
Girls,2006,9,131.6519702,131.4553418,131.8503636,127.6255008,127.3620107,127.8917361,4.026469378,3.832061556,4.227456359
Girls,2006,10,137.548077,137.3701975,137.7267335,133.3866988,133.1483792,133.6207031,4.16137817,3.990418587,4.334883695
Girls,2006,11,143.6130984,143.445765,143.7794927,139.3648605,139.1365822,139.5881238,4.248237892,4.089690055,4.408435025
Girls,2006,12,149.0705393,148.9044574,149.2385487,144.8269264,144.6027459,145.0446756,4.243612939,4.092008827,4.396697212
Girls,2006,13,152.9974314,152.8438036,153.1515888,148.9202708,148.7224721,149.1208496,4.077160692,3.940331924,4.214078621
Girls,2006,14,155.5113969,155.3634463,155.6595434,151.6923933,151.5075217,151.8772191,3.819003663,3.686675159,3.95133142
Girls,2006,15,157.2736687,157.1241535,157.4224075,153.7337726,153.5541058,153.9123695,3.539896146,3.41201578,3.669327224
Girls,2006,16,157.9955118,157.8442291,158.1419303,154.6814599,154.5029326,154.8531447,3.314051889,3.189722617,3.441066273
Girls,2006,17,158.3185647,158.1676631,158.466857,155.197623,155.010782,155.3703332,3.120941794,2.991461645,3.250637456
Girls,2006,18,158.5374818,158.3885877,158.6864212,155.567835,155.3805811,155.7447919,2.969646859,2.836500689,3.103127988
Girls,2006,19,158.9280226,158.7697449,159.0885703,156.069134,155.8782685,156.2621637,2.858888672,2.718016922,3.002929092
Girls,2007,5,110.0180152,109.7187598,110.3278001,105.9625416,105.5024498,106.4345753,4.055473633,3.730654868,4.381578365
Girls,2007,6,115.9037088,115.6491029,116.1618681,111.9246185,111.5399295,112.3040465,3.979090374,3.704971382,4.255217967
Girls,2007,7,121.2573086,121.0233635,121.4919812,117.3081045,116.978078,117.6423133,3.949204055,3.709295465,4.192956493
Girls,2007,8,126.4202945,126.2038719,126.6408872,122.456954,122.1566891,122.7601059,3.963340439,3.749685813,4.185138678
Girls,2007,9,131.7233691,131.5225853,131.9227008,127.7032856,127.4312354,127.9740818,4.020083522,3.82249388,4.219142594
Girls,2007,10,137.5914047,137.4101375,137.7718273,133.432246,133.1874238,133.6662876,4.159158663,3.984711548,4.333791556
