Sex,Year,Age group,Mean Height (urban),Mean Height (urban) lower 95% uncertainty interval,Mean Height (urban) upper 95% uncertainty interval,Mean Height (rural),Mean Height (rural) lower 95% uncertainty interval,Mean Height (rural) upper 95% uncertainty interval,Mean Height (urban-rural difference),Mean Height (urban-rural difference) lower 95% uncertainty interval,Mean Height (urban-rural difference) upper 95% uncertainty interval
Boys,1990,5,109.6555035,109.2117831,110.1197116,105.0731822,104.4302673,105.7087123,4.582321271,4.115698297,5.05486299
Boys,1990,6,115.5834542,115.1989043,115.9906682,110.9409652,110.4018137,111.4796691,4.642488992,4.2298526,5.053125296
Boys,1990,7,121.0992985,120.7445046,121.4699595,116.3937307,115.9173964,116.8687617,4.705567819,4.330232476,5.080223039
Boys,1990,8,126.3127508,125.9765145,126.6552253,121.541172,121.1044396,121.9728185,4.771578735,4.425098436,5.125994176
Boys,1990,9,131.3449486,131.0229987,131.6721043,126.5046271,126.1002568,126.9210848,4.840321537,4.510675612,5.173300376
Boys,1990,10,136.5048099,136.1967441,136.8151791,131.4954842,131.1080391,131.8879038,5.009325617,4.697719116,5.331169931
Boys,1990,11,141.6380209,141.3393866,141.9482642,136.5478334,136.1619056,136.9286639,5.090187488,4.783334957,5.403253525
Boys,1990,12,147.4573793,147.1533015,147.7763089,142.265845,141.8788036,142.6495298,5.191534321,4.886432685,5.501100852
Boys,1990,13,154.1907446,153.8846733,154.5074989,148.8761928,148.492355,149.2542072,5.314551824,5.002932041,5.618826155
Boys,1990,14,160.4901169,160.1731165,160.8130725,155.132964,154.7412313,155.5199151,5.357152912,5.040067628,5.669389406
Boys,1990,15,165.2549304,164.9377437,165.5740502,159.9909204,159.5929116,160.3882515,5.26401001,4.947319547,5.569365527
Boys,1990,16,167.9694925,167.6274653,168.3044115,162.8671813,162.4471361,163.2923071,5.102311144,4.778718443,5.416791611
Boys,1990,17,169.464601,169.1050069,169.8190329,164.4903336,164.0429943,164.9273942,4.974267404,4.641076587,5.30685578
Boys,1990,18,170.2748774,169.8848635,170.6598423,165.4345146,164.9581996,165.8990695,4.840362792,4.496030091,5.187773135
Boys,1990,19,170.9693726,170.5413613,171.389128,166.3452868,165.8359324,166.8371316,4.624085813,4.258855555,4.993314719
Boys,1991,5,109.6708548,109.2285781,110.1329309,105.158706,104.5175571,105.7910345,4.512148779,4.054725032,4.982652892
Boys,1991,6,115.5877819,115.2072209,115.9885836,111.0102365,110.470235,111.5415319,4.577545401,4.17759892,4.984175978
Boys,1991,7,121.102678,120.7575847,121.4647851,116.4557237,115.9843172,116.9187131,4.646954295,4.281338019,5.016304499
Boys,1991,8,126.3217877,125.9949273,126.6597138,121.6022906,121.1795933,122.0287809,4.719497098,4.381840288,5.06975332
Boys,1991,9,131.3548474,131.0364787,131.6782598,126.5594803,126.1599,126.9603093,4.795367092,4.475078698,5.1184048
Boys,1991,10,136.5048953,136.2070199,136.8123574,131.5204691,131.1443889,131.9022926,4.984426218,4.683830078,5.288734123
Boys,1991,11,141.6320672,141.3404,141.9359629,136.5562594,136.1857594,136.9243798,5.07580782,4.775311311,5.378171259
Boys,1991,12,147.4417564,147.1511678,147.7473126,142.2516842,141.8770706,142.6239169,5.190072126,4.895218395,5.49117174
Boys,1991,13,154.1679869,153.871529,154.4710995,148.8501353,148.4806286,149.2150512,5.317851543,5.022855282,5.611547289
Boys,1991,14,160.4687889,160.1633681,160.7771765,155.1137672,154.7428287,155.4911399,5.355021705,5.053921724,5.649347008
Boys,1991,15,165.2503297,164.9470943,165.5520539,160.010427,159.6311219,160.3834464,5.239902717,4.939369887,5.529217705
Boys,1991,16,167.9943686,167.6763792,168.3107283,162.9418207,162.5464236,163.3362587,5.05254783,4.747951839,5.349533296
Boys,1991,17,169.5217,169.1926501,169.8481632,164.6226156,164.2160379,165.0225321,4.899084373,4.587046957,5.209319284
Boys,1991,18,170.3596524,170.0101155,170.7049638,165.6085629,165.1808177,166.0266151,4.751089493,4.429916926,5.075902294
Boys,1991,19,171.0659376,170.6879351,171.4269286,166.5294593,166.1018804,166.9697756,4.53647832,4.205029071,4.864598609
Boys,1992,5,109.7008207,109.2576018,110.1607896,105.2636535,104.6237676,105.8896395,4.437167167,3.992416219,4.897982518
Boys,1992,6,115.6059475,115.2270104,115.9984762,111.102653,110.5693914,111.6278111,4.503294587,4.109937587,4.90493413
Boys,1992,7,121.1094055,120.7667556,121.4682029,116.532144,116.0672031,116.9870473,4.577261496,4.222518254,4.937994382
Boys,1992,8,126.3274907,126.0119884,126.6620084,121.6718837,121.2590563,122.0897057,4.655607057,4.328022252,4.994008351
Boys,1992,9,131.3665088,131.0589751,131.6834502,126.6289767,126.2460444,127.0186803,4.737532112,4.426288428,5.053745277
Boys,1992,10,136.5062999,136.2121908,136.809261,131.5583081,131.1909466,131.9260681,4.947991774,4.655145618,5.241989634
Boys,1992,11,141.6278747,141.3448503,141.9219384,136.5764994,136.2161606,136.9347793,5.051375295,4.7632615,5.344380419
Boys,1992,12,147.4319095,147.1513635,147.7302432,142.2567128,141.8947236,142.616457,5.175196678,4.892524418,5.461043233
Boys,1992,13,154.1497764,153.8683963,154.4405149,148.8360786,148.475572,149.1964281,5.313697844,5.029858454,5.600467186
Boys,1992,14,160.4476549,160.1561712,160.7418125,155.0949441,154.7384009,155.458283,5.352710774,5.063980932,5.6354287
Boys,1992,15,165.2362088,164.9537925,165.5169838,160.0018346,159.6462217,160.3547397,5.234374251,4.949411259,5.507508206
Boys,1992,16,168.0006227,167.7020499,168.2970434,162.9738272,162.6034116,163.3437505,5.026795546,4.737962387,5.305841789
Boys,1992,17,169.5576759,169.2528376,169.865195,164.7087416,164.3268502,165.0844124,4.848934287,4.552805713,5.136509192
Boys,1992,18,170.4257591,170.1057217,170.7479187,165.7457666,165.3520722,166.1285956,4.679992473,4.375701845,4.983231195
Boys,1992,19,171.1562268,170.8164736,171.4842911,166.697447,166.3043863,167.0927395,4.458779725,4.151697837,4.763709004
Boys,1993,5,109.749497,109.3066368,110.2057532,105.3884555,104.7499683,106.0093784,4.361041497,3.920283214,4.814898582
Boys,1993,6,115.6392513,115.262583,116.0253879,111.2153028,110.6875897,111.733945,4.423948557,4.038779378,4.817066291
Boys,1993,7,121.1307319,120.7912679,121.4854172,116.6323464,116.1734951,117.0806534,4.498385516,4.153856846,4.848551324
Boys,1993,8,126.3374558,126.0278539,126.6673553,121.7564336,121.3509608,122.1671463,4.581022178,4.261342708,4.908634375
Boys,1993,9,131.3760522,131.0807491,131.6879235,126.7075524,126.3386406,127.0944381,4.668499808,4.370832226,4.973207195
Boys,1993,10,136.5059507,136.2167734,136.7998874,131.6044387,131.2503565,131.9624658,4.901512039,4.612350809,5.187641407
Boys,1993,11,141.627131,141.3500026,141.912142,136.6120834,136.2582485,136.960674,5.015047646,4.735073467,5.295154815
Boys,1993,12,147.4258237,147.1474646,147.7138519,142.2754648,141.9222028,142.6214971,5.15035896,4.874177026,5.424506899
Boys,1993,13,154.1388685,153.8692577,154.4215678,148.8422826,148.4946027,149.1848207,5.296585902,5.025216892,5.568882981
Boys,1993,14,160.4315426,160.1553756,160.7151761,155.0875115,154.7424023,155.4386766,5.344031077,5.071085973,5.617715592
Boys,1993,15,165.2176929,164.9462804,165.4935306,159.9766014,159.64,160.3227764,5.241091517,4.974932012,5.503095976
Boys,1993,16,167.9976592,167.7152954,168.2739928,162.9791327,162.6259214,163.325859,5.018526492,4.74181974,5.283775331
Boys,1993,17,169.5737973,169.2886682,169.8613197,164.7521617,164.3907043,165.1073444,4.82163568,4.543821088,5.089454259
Boys,1993,18,170.4682693,170.174002,170.7691444,165.8353198,165.4630572,166.196234,4.632949461,4.344495445,4.913854123
Boys,1993,19,171.2248198,170.9230085,171.5266461,166.826404,166.4629775,167.1950125,4.398415739,4.108951323,4.683107017
Boys,1994,5,109.8141655,109.3734313,110.2713034,105.5226997,104.8978756,106.1384811,4.291465829,3.863247849,4.738513894
Boys,1994,6,115.691096,115.3167818,116.0784833,111.3435443,110.8228612,111.850399,4.347551645,3.970212181,4.731724043
Boys,1994,7,121.1673945,120.8341007,121.5145985,116.7485577,116.2918756,117.1886561,4.41883686,4.082330404,4.762453263
Boys,1994,8,126.3624454,126.0519383,126.6881892,121.860386,121.4559749,122.2631089,4.502059319,4.194894327,4.815760425
Boys,1994,9,131.390221,131.0981972,131.6968593,126.7961569,126.4259026,127.1825512,4.594064072,4.303738785,4.893220851
Boys,1994,10,136.5012398,136.2281659,136.7856612,131.6555876,131.3080888,132.0127787,4.845652198,4.568694621,5.12256518
Boys,1994,11,141.6275819,141.3554895,141.9091859,136.6591984,136.318737,136.9971804,4.968383451,4.698398828,5.235947968
Boys,1994,12,147.4262374,147.1566622,147.7059144,142.3127411,141.9749987,142.6505358,5.113496309,4.848656539,5.379859606
Boys,1994,13,154.1344911,153.8649455,154.4109148,148.8646686,148.5260266,149.1929707,5.269822543,5.00433776,5.528913668
Boys,1994,14,160.4246883,160.1562455,160.6957656,155.1014576,154.765263,155.4374218,5.323230653,5.058017774,5.583369355
Boys,1994,15,165.2002083,164.9456552,165.4704634,159.9499042,159.6292496,160.2803141,5.250304131,4.993208995,5.505846975
Boys,1994,16,167.9904013,167.723821,168.2603283,162.9700538,162.6332857,163.3043324,5.020347522,4.759142339,5.273133088
Boys,1994,17,169.579262,169.3115515,169.8513024,164.7694099,164.4317118,165.1062048,4.809852179,4.544588354,5.069809746
Boys,1994,18,170.4885114,170.2092452,170.7737866,165.8814666,165.5297758,166.2198297,4.607044836,4.338160643,4.874616149
Boys,1994,19,171.2671162,170.9855764,171.5414654,166.9067238,166.5656903,167.2485814,4.360392395,4.08750068,4.628892311
Boys,1995,5,109.8905105,109.4583669,110.3454042,105.6529294,105.0305768,106.2661743,4.237581052,3.814151981,4.675359655
Boys,1995,6,115.7567198,115.3830961,116.1442495,111.4724392,110.957793,111.9805463,4.284280632,3.913095605,4.666563012
Boys,1995,7,121.2207259,120.8903613,121.5661527,116.8716237,116.4209935,117.3030316,4.349102253,4.020330738,4.68605315
Boys,1995,8,126.4011069,126.0927018,126.7181094,121.9713646,121.5696109,122.3657224,4.429742318,4.131716066,4.734558608
Boys,1995,9,131.4176434,131.1285491,131.7154091,126.8943734,126.5325204,127.2676702,4.523270002,4.244301089,4.811145007
Boys,1995,10,136.5011101,136.232449,136.780492,131.721855,131.3856419,132.0739643,4.779255157,4.506120732,5.051287561
Boys,1995,11,141.6268981,141.3673127,141.8997407,136.7167328,136.383098,137.0465167,4.910165302,4.650557497,5.16970255
Boys,1995,12,147.4313328,147.171058,147.7016982,142.3676052,142.0433897,142.6994382,5.063727618,4.810610071,5.318169647
Boys,1995,13,154.1400285,153.880383,154.4053403,148.9116234,148.5843578,149.2341541,5.228405089,4.976385977,5.477154341
Boys,1995,14,160.4269227,160.1673626,160.6952144,155.1362598,154.806101,155.4636897,5.290662857,5.036608135,5.536812858
Boys,1995,15,165.1867726,164.9387004,165.4427349,159.9353507,159.6207012,160.2550062,5.251421978,5.003812297,5.492681886
Boys,1995,16,167.9833318,167.730834,168.2461328,162.961552,162.6338086,163.2830807,5.021779708,4.771346614,5.266285887
Boys,1995,17,169.5789605,169.3234528,169.8404758,164.7732567,164.4473675,165.0901738,4.805703821,4.551891572,5.051341592
Boys,1995,18,170.4965593,170.2340849,170.7638884,165.9021393,165.5709976,166.2258843,4.594420014,4.338897747,4.847437604
Boys,1995,19,171.2860768,171.024435,171.5451842,166.9451144,166.622571,167.2661429,4.34096239,4.082478302,4.59755489
Boys,1996,5,109.9638021,109.53674,110.4053406,105.7619099,105.1408642,106.3720729,4.201892193,3.780964362,4.633306656
Boys,1996,6,115.8307749,115.4636373,116.216259,111.5929429,111.0795212,112.1059295,4.237831961,3.87247594,4.616163464
Boys,1996,7,121.2840078,120.94734,121.6305865,116.9905983,116.5392223,117.4238291,4.29340946,3.969090485,4.628839131
Boys,1996,8,126.4521151,126.1480013,126.7657558,122.0839182,121.6809065,122.4789101,4.368196857,4.077285282,4.669248871
Boys,1996,9,131.4537927,131.1659614,131.7438315,126.9935103,126.6303645,127.3550479,4.460282396,4.188762408,4.742621716
Boys,1996,10,136.5182668,136.255161,136.7919411,131.8173386,131.491701,132.1604274,4.700928205,4.440862472,4.961662087
Boys,1996,11,141.6343307,141.3798356,141.8952512,136.7973266,136.4778852,137.1249521,4.837004045,4.585952,5.087498998
Boys,1996,12,147.4393589,147.1886369,147.7025819,142.4420217,142.1321878,142.7599788,4.997337132,4.75419981,5.240712709
Boys,1996,13,154.1544554,153.9053825,154.4113695,148.9856066,148.6788208,149.3027026,5.16884878,4.926634484,5.408513255
Boys,1996,14,160.4425468,160.194751,160.6989974,155.2035228,154.8909315,155.522011,5.239024036,4.996392874,5.477077313
Boys,1996,15,165.1743018,164.9364046,165.4252648,159.9353378,159.6337842,160.2457662,5.238964014,4.999047806,5.46821218
Boys,1996,16,167.9784747,167.7337589,168.2312753,162.9683976,162.6539881,163.2805923,5.010077065,4.767555438,5.243013843
Boys,1996,17,169.577175,169.3312466,169.8301364,164.7796587,164.4680021,165.0840468,4.797516304,4.556212898,5.032781917
Boys,1996,18,170.4979423,170.2524116,170.7488969,165.911791,165.5929975,166.216903,4.586151357,4.34191115,4.830331475
Boys,1996,19,171.2935775,171.0523054,171.5402039,166.9624472,166.6597211,167.2625019,4.331130293,4.087699675,4.574014234
Boys,1997,5,110.0293953,109.6032997,110.4679666,105.8381887,105.2105236,106.458599,4.19120655,3.771138465,4.620958186
Boys,1997,6,115.8974517,115.5342222,116.2754709,111.6820208,111.1717084,112.1905789,4.215430842,3.851501626,4.59238913
Boys,1997,7,121.3518593,121.0117553,121.6976382,117.0909402,116.6383936,117.5257876,4.260919108,3.938045187,4.594806479
Boys,1997,8,126.5094474,126.2086615,126.8196163,122.1815174,121.7807579,122.5732713,4.327930064,4.042145279,4.626495231
Boys,1997,9,131.4986587,131.2144829,131.7865779,127.0821875,126.7236164,127.4445438,4.416471134,4.150663586,4.692470357
Boys,1997,10,136.5525772,136.2910655,136.8167894,131.9338747,131.6103973,132.2633658,4.618702498,4.369163421,4.873963539
Boys,1997,11,141.658999,141.4070124,141.9169971,136.9034865,136.5930599,137.2182939,4.755512444,4.519992996,4.99990124
Boys,1997,12,147.4546445,147.2106311,147.71144,142.5341687,142.224952,142.8485098,4.920475847,4.688132665,5.153535585
Boys,1997,13,154.1698962,153.9257291,154.4171249,149.0717314,148.7719879,149.381501,5.098164882,4.865773002,5.325173189
Boys,1997,14,160.4637885,160.2212543,160.7165539,155.288146,154.9834495,155.5994486,5.175642523,4.942659023,5.403883182
Boys,1997,15,165.1657373,164.9350545,165.4031462,159.9456386,159.6535019,160.2459672,5.220098752,4.991272203,5.441375155
Boys,1997,16,167.9757699,167.7378898,168.2202198,162.9804208,162.6770038,163.2858265,4.995349111,4.764411833,5.219178624
Boys,1997,17,169.5792909,169.3435553,169.8242245,164.7950868,164.4958087,165.0923201,4.784204129,4.553926098,5.007358835
Boys,1997,18,170.5004037,170.2618938,170.7420259,165.9208687,165.614223,166.2161485,4.579535017,4.345336695,4.812129701
Boys,1997,19,171.2976282,171.0663293,171.5339904,166.9679429,166.6801126,167.2552743,4.329685394,4.100579545,4.560370673
Boys,1998,5,110.0846052,109.6556675,110.5263256,105.8790841,105.2442863,106.5178,4.205521049,3.782310101,4.643546522
Boys,1998,6,115.9536466,115.5917313,116.3294642,111.7348204,111.2154216,112.2509213,4.21882628,3.855836612,4.594815783
Boys,1998,7,121.4093793,121.0843975,121.748586,117.1561352,116.7056011,117.5976936,4.253244136,3.935187617,4.584188529
Boys,1998,8,126.5679532,126.2654907,126.8745941,122.2562884,121.8532269,122.6459846,4.311664736,4.025206826,4.609437946
Boys,1998,9,131.5458142,131.2631192,131.8329764,127.1507558,126.7899665,127.5126914,4.395058475,4.131100005,4.669527339
Boys,1998,10,136.6066692,136.3526481,136.8663313,132.067666,131.7470965,132.3939445,4.539003159,4.299321882,4.787784963
Boys,1998,11,141.7003142,141.4544863,141.9512624,137.0273885,136.7190735,137.3431806,4.672925685,4.443755764,4.909116917
Boys,1998,12,147.4863411,147.2419128,147.7334579,142.6477072,142.3492283,142.9553471,4.83863395,4.617188132,5.064437271
Boys,1998,13,154.1910489,153.9592381,154.4262834,149.1702799,148.8762966,149.4750696,5.020768994,4.798284566,5.238599079
Boys,1998,14,160.4837086,160.2507552,160.7253034,155.3786294,155.0856219,155.684915,5.105079168,4.883655727,5.323249382
Boys,1998,15,165.159407,164.9381322,165.3932765,159.9674857,159.6862722,160.2565879,5.191921306,4.971657749,5.404107771
Boys,1998,16,167.9777856,167.7443294,168.2111146,163.0064004,162.7170778,163.3016845,4.971385158,4.746406729,5.189051375
Boys,1998,17,169.5841206,169.3537365,169.8160457,164.818359,164.5285225,165.1125956,4.765761537,4.54089111,4.981670582
Boys,1998,18,170.50758,170.2739772,170.7443409,165.941874,165.6433296,166.2292894,4.565706063,4.337445022,4.787620478
Boys,1998,19,171.3043354,171.0777098,171.5324552,166.9769475,166.7043678,167.2511963,4.327387849,4.10771764,4.550079761
Boys,1999,5,110.1246151,109.696323,110.5710699,105.8865257,105.2341659,106.5469876,4.238089416,3.805184161,4.683974709
Boys,1999,6,116.0004775,115.6364819,116.3764775,111.7576427,111.2258588,112.2873214,4.242834873,3.878383826,4.623950088
Boys,1999,7,121.4573316,121.1329392,121.7934986,117.1911438,116.7398322,117.6416594,4.266187775,3.947138037,4.601755631
Boys,1999,8,126.6165562,126.3198329,126.9187134,122.301888,121.9006739,122.6980359,4.314668156,4.028958412,4.617468528
Boys,1999,9,131.5940788,131.3200538,131.8786807,127.2025802,126.839627,127.5600091,4.391498666,4.127504282,4.663291118
Boys,1999,10,136.6743332,136.4243204,136.9289536,132.2017132,131.8835833,132.519457,4.472620035,4.239788783,4.712952046
Boys,1999,11,141.7572905,141.5145421,142.004238,137.1560158,136.8483196,137.4644244,4.601274706,4.380708667,4.82934406
Boys,1999,12,147.5299233,147.2899532,147.7704755,142.7646135,142.4693489,143.066997,4.765309819,4.550961765,4.98494624
Boys,1999,13,154.2232289,153.9907782,154.4560279,149.2743369,148.9898168,149.568485,4.948891938,4.736319515,5.157009775
Boys,1999,14,160.5035119,160.2746826,160.7357573,155.4653276,155.1815802,155.7603976,5.038184249,4.824994568,5.243420701
Boys,1999,15,165.1534513,164.9401918,165.3757013,160.004425,159.7285376,160.2899874,5.14902632,4.938465881,5.357275872
Boys,1999,16,167.982339,167.7584372,168.2057842,163.0483714,162.7648367,163.3343671,4.933967512,4.719201798,5.142306523
Boys,1999,17,169.5939075,169.3721553,169.8173855,164.8592898,164.5785957,165.1467336,4.734617665,4.518925707,4.945885444
Boys,1999,18,170.5182334,170.2915388,170.7472237,165.9747684,165.6851881,166.2587715,4.543464956,4.327139087,4.754572755
Boys,1999,19,171.3181129,171.1017995,171.5382632,167.0039902,166.7352051,167.2737363,4.314122721,4.101404351,4.533559567
Boys,2000,5,110.1531927,109.7187882,110.6009574,105.885189,105.2078987,106.5650469,4.268003614,3.831363709,4.72523345
Boys,2000,6,116.0380398,115.6722315,116.4153314,111.7636911,111.2183662,112.301891,4.274348698,3.910870385,4.661428961
Boys,2000,7,121.5011573,121.1786682,121.8337357,117.212284,116.7564727,117.6719291,4.28887327,3.969309759,4.626109335
Boys,2000,8,126.6607199,126.3701849,126.9597326,122.3344015,121.9336865,122.7296747,4.326318358,4.039282511,4.63138791
Boys,2000,9,131.6375111,131.3631927,131.9196686,127.2433153,126.880238,127.6024511,4.394195769,4.131479659,4.668084136
Boys,2000,10,136.7476561,136.5023271,136.9975129,132.3182021,131.9999227,132.6322971,4.429454038,4.201063718,4.666591398
Boys,2000,11,141.820188,141.5828358,142.0604925,137.2682533,136.9693352,137.5700019,4.551934768,4.333979857,4.772709066
Boys,2000,12,147.5808039,147.3453337,147.8205001,142.8675756,142.5760471,143.1597694,4.713228361,4.50213042,4.926741594
Boys,2000,13,154.2587383,154.0320959,154.4827412,149.362179,149.0770092,149.6496051,4.896559215,4.69216287,5.100158575
Boys,2000,14,160.526326,160.2972688,160.7550441,155.5393574,155.2619965,155.8251886,4.9869686,4.779572782,5.184646153
Boys,2000,15,165.1551786,164.9427052,165.3679767,160.0669547,159.7998854,160.3421831,5.088223908,4.885610001,5.280389214
Boys,2000,16,167.9853905,167.771961,168.2033819,163.1052953,162.8243602,163.3901329,4.880095184,4.676958764,5.081528354
Boys,2000,17,169.6046027,169.392095,169.8189585,164.9166352,164.6427215,165.1948278,4.687967507,4.48012117,4.88979508
Boys,2000,18,170.5333091,170.3178679,170.7555753,166.0274552,165.748954,166.3046868,4.505853948,4.296771677,4.713175254
Boys,2000,19,171.3368332,171.1269452,171.5538852,167.0477096,166.7872805,167.3070188,4.289123588,4.083496238,4.501029118
Boys,2001,5,110.1855208,109.7456559,110.6350383,105.8987158,105.2083888,106.5888248,4.286805007,3.838811143,4.757901076
Boys,2001,6,116.0638501,115.6986698,116.4406823,111.7640157,111.2041385,112.3119839,4.299834348,3.929486096,4.693789122
Boys,2001,7,121.5348488,121.2129166,121.8657339,117.2184738,116.7499307,117.6849883,4.316374981,3.989754147,4.655647352
Boys,2001,8,126.6993957,126.4092871,126.9947405,122.3539066,121.9475113,122.7532465,4.345489083,4.056506889,4.648154351
Boys,2001,9,131.6752099,131.4047169,131.9497413,127.2721724,126.9097258,127.6381714,4.40303756,4.13990373,4.677144796
Boys,2001,10,136.8120858,136.5726141,137.0616751,132.3928697,132.0808416,132.7086852,4.419216094,4.196575862,4.651434218
Boys,2001,11,141.8844935,141.6551696,142.1185545,137.3475994,137.0513166,137.648562,4.536894091,4.324817002,4.754335018
Boys,2001,12,147.633341,147.4022725,147.8678731,142.9376928,142.6478293,143.224749,4.695648207,4.489784687,4.903571443
Boys,2001,13,154.2978129,154.077607,154.5223746,149.4200626,149.1435241,149.6991314,4.87775033,4.676671644,5.077326269
Boys,2001,14,160.5496028,160.3269539,160.7729462,155.5841525,155.3095831,155.8651734,4.965450285,4.764917913,5.160476104
Boys,2001,15,165.1819772,164.9714953,165.3919844,160.1599913,159.8975309,160.4258901,5.021985948,4.827483355,5.207047502
Boys,2001,16,168.000005,167.7891123,168.2108087,163.1816587,162.9065832,163.4540325,4.818346215,4.621894941,5.009288505
Boys,2001,17,169.6174152,169.4145762,169.826371,164.9845206,164.719833,165.2535375,4.632894594,4.436380176,4.826082354
Boys,2001,18,170.5537596,170.3445118,170.7691724,166.0944311,165.8273933,166.3639536,4.459328439,4.259221872,4.655990504
Boys,2001,19,171.3665282,171.1545103,171.5752173,167.1114661,166.8567596,167.366595,4.255062063,4.058043211,4.459784003
Boys,2002,5,110.2590538,109.8129509,110.7095412,105.9768503,105.2777845,106.6814715,4.282203489,3.830573143,4.756449456
Boys,2002,6,116.0960331,115.7226182,116.4756143,111.7854367,111.217649,112.3537239,4.310596334,3.933332466,4.713651721
Boys,2002,7,121.5593682,121.2364948,121.8937368,117.2255927,116.745775,117.7019246,4.333775519,4.002398983,4.674859586
Boys,2002,8,126.7304751,126.4430743,127.0282078,122.3651627,121.9525898,122.7748189,4.365312404,4.071095368,4.667195614
Boys,2002,9,131.7101289,131.4454973,131.9859484,127.2950205,126.9266525,127.6601049,4.41510837,4.151407648,4.689151442
Boys,2002,10,136.8622249,136.6243756,137.1048011,132.4279906,132.1187513,132.738881,4.434234362,4.210899656,4.667610924
Boys,2002,11,141.9328056,141.7066688,142.165189,137.3852875,137.094392,137.6796865,4.54751807,4.334820758,4.762100558
Boys,2002,12,147.6794554,147.4528289,147.908387,142.9756287,142.6885087,143.26449,4.703826657,4.502871791,4.904393081
Boys,2002,13,154.3306225,154.1131591,154.5475088,149.4473757,149.1708179,149.7214719,4.883246771,4.686398321,5.078639098
Boys,2002,14,160.5692839,160.3510095,160.7850944,155.6042076,155.3317201,155.8825765,4.965076291,4.770478336,5.157623211
Boys,2002,15,165.2275518,165.0213825,165.4329089,160.2841279,160.0286373,160.5467102,4.943423876,4.755874566,5.124993899
Boys,2002,16,168.0300759,167.8211657,168.2350842,163.2890829,163.0192452,163.5511967,4.74099303,4.552394065,4.925663173
Boys,2002,17,169.6321863,169.4308237,169.8339232,165.071494,164.8144311,165.3349224,4.560692302,4.3722581,4.747999064
Boys,2002,18,170.5683015,170.3640115,170.7724162,166.1723915,165.9172661,166.4345986,4.395909925,4.202539818,4.586371503
Boys,2002,19,171.3966903,171.1913104,171.6012957,167.1923697,166.9390635,167.4445685,4.204320538,4.012022853,4.402357863
Boys,2003,5,110.3859982,109.9402655,110.8382027,106.1318229,105.4051091,106.8395496,4.254175315,3.800724284,4.731905341
Boys,2003,6,116.1747382,115.8039062,116.5509768,111.8748753,111.2989752,112.4387681,4.29986293,3.918773456,4.701674385
Boys,2003,7,121.5953991,121.2647324,121.9305739,117.2579698,116.7698745,117.7408799,4.33742927,4.008412934,4.682384051
Boys,2003,8,126.7576631,126.4706787,127.0580663,122.3820181,121.9595292,122.7920682,4.375645043,4.083217186,4.676467152
Boys,2003,9,131.7428262,131.4784743,132.0145073,127.314495,126.9455892,127.6772831,4.428331197,4.161553662,4.700726475
Boys,2003,10,136.8999047,136.6674587,137.1429896,132.427333,132.1218812,132.7376594,4.472571729,4.252353625,4.701067482
Boys,2003,11,141.9660303,141.7470099,142.1927108,137.3844409,137.0925467,137.6820479,4.581589355,4.372267051,4.796149108
Boys,2003,12,147.7086667,147.4918198,147.9320589,142.9737124,142.6899845,143.2643825,4.734954356,4.533217793,4.937838581
Boys,2003,13,154.3565948,154.1457886,154.569922,149.4460718,149.16893,149.7161384,4.910523042,4.715911999,5.102671182
Boys,2003,14,160.5834828,160.3686868,160.7962253,155.5998832,155.326146,155.8760304,4.983599582,4.790832267,5.171889733
Boys,2003,15,165.29206,165.0870687,165.4901316,160.4241203,160.1741375,160.6860739,4.867939731,4.685929044,5.045677914
Boys,2003,16,168.0746025,167.8684418,168.2767532,163.4121129,163.1498348,163.6705595,4.662489623,4.478146979,4.846808146
Boys,2003,17,169.6598345,169.4595332,169.8574023,165.177211,164.9251886,165.4327899,4.482623575,4.299061481,4.66404971
Boys,2003,18,170.5839354,170.3777709,170.7852606,166.2599732,166.009422,166.5159102,4.323962121,4.139569769,4.512747314
Boys,2003,19,171.4212408,171.2179437,171.6219283,167.2763885,167.0250225,167.5274011,4.144852308,3.954635192,4.338070906
Boys,2004,5,110.5645624,110.1143634,111.0187744,106.3567561,105.6216255,107.0728556,4.207806322,3.743823057,4.686401269
Boys,2004,6,116.3066395,115.9364802,116.682645,112.0370821,111.4495353,112.6157504,4.269557338,3.88110693,4.674709922
Boys,2004,7,121.6778252,121.3480722,122.0063578,117.3543134,116.8592033,117.8488926,4.323511763,3.991157786,4.667475904
Boys,2004,8,126.7964016,126.5011848,127.0945234,122.4205047,121.9886813,122.8392647,4.375896926,4.082828488,4.673878037
Boys,2004,9,131.7721602,131.5061031,132.0480731,127.3361633,126.9595602,127.7076364,4.435996908,4.172988897,4.710222774
Boys,2004,10,136.9229547,136.6925309,137.1593187,132.4005389,132.0901479,132.7169671,4.522415857,4.298302817,4.752864303
Boys,2004,11,141.9896662,141.7692059,142.2129055,137.3597207,137.0692334,137.6577497,4.629945551,4.418977372,4.841428237
Boys,2004,12,147.7266455,147.5096299,147.9460933,142.947749,142.6639582,143.23568,4.778896448,4.577508918,4.981857459
Boys,2004,13,154.3705233,154.162046,154.5815996,149.4216852,149.1448458,149.6973875,4.948838109,4.756108352,5.141167715
Boys,2004,14,160.5967001,160.3856907,160.8103377,155.5858151,155.3066681,155.8666167,5.010885057,4.817096529,5.199003632
Boys,2004,15,165.3623306,165.1656008,165.5551952,160.5490717,160.2980228,160.8077882,4.813258962,4.63334956,4.990727795
